id,black_mean,black_variance,white_mean,white_variance,evidence
0,0.0,60235.272498719016,0.0,60235.272498719016,0.632545883903057
1,59.8575028525717,48058.29287401447,-59.85750285257158,48058.292874014485,0.3856213312869695
2,0.0,60235.272498719016,0.0,60235.272498719016,0.49563907925263206
3,92.86111118864285,45735.30081571814,-92.86111118864288,45735.30081571815,0.6737063956367118
4,0.0,60235.272498719016,-92.86111118864288,35579.77032146269,0.40966504911905277
22,0.0,60235.272498719016,0.0,60235.272498719016,0.5822430472147706
23,0.0,60235.272498719016,0.0,60235.272498719016,0.39237124927627287
24,0.0,60235.272498719016,0.0,60235.272498719016,0.39237124927627287
25,0.0,41841.62529071254,0.0,60235.272498719016,0.5045762749552741
27,0.0,41841.62529071253,0.0,41158.99254574621,0.380942237487392
28,0.0,40186.354110910266,0.0,41158.99254574621,0.5048648212827823
30,0.0,40186.354110910266,0.0,60235.272498719016,0.38671055397955945
21,0.0,41841.62529071254,0.0,60235.272498719016,0.6127861638542054
31,0.0,41841.62529071254,0.0,60235.272498719016,0.5045762749552741
32,0.0,41158.99254574621,0.0,41158.99254574621,0.40870948060641077
33,0.0,41841.62529071254,0.0,41841.62529071254,0.3811861078024663
34,0.0,41158.99254574621,0.0,41841.62529071254,0.619057762512608
29,0.0,41158.99254574621,0.0,40186.354110910266,0.4951351787172177
20,0.0,60235.272498719016,0.0,41841.62529071254,0.5045762749552741
26,0.0,60235.272498719016,0.0,41158.99254574621,0.38700713916179963
18,0.0,60235.272498719016,0.0,40186.35411091027,0.4954026536873386
19,0.0,41841.62529071254,0.0,41841.62529071254,0.49517065300332286
5,0.0,41841.62529071253,0.0,60235.272498719016,0.5045762749552741
6,0.0,60235.272498719016,0.0,60235.272498719016,0.4177569527852294
7,0.0,41158.99254574621,0.0,60235.272498719016,0.41360530719441
9,0.0,41841.62529071253,0.0,41158.99254574621,0.380942237487392
10,0.0,41158.99254574621,0.0,40186.354110910266,0.4951351787172177
11,0.0,41158.99254574621,0.0,40186.35411091027,0.3803442044389278
8,0.0,41158.99254574621,0.0,41841.62529071254,0.49516038066744694
13,0.0,40186.35411091027,0.0,41841.62529071254,0.5048543772146429
14,0.0,40186.354110910266,0.0,41158.99254574621,0.3803442044389278
15,0.0,41841.62529071254,0.0,41158.99254574621,0.5048396193325531
16,0.0,41158.99254574621,0.0,40186.354110910266,0.4951351787172177
17,0.0,41158.99254574621,0.0,41841.62529071254,0.380942237487392
12,0.0,41158.99254574621,0.0,41841.62529071254,0.4089001826156533
57,0.0,60235.272498719016,0.0,60235.272498719016,0.5043609207473679
63,294.07346102698415,38316.011153791966,143.08859924183062,27986.158235767947,0.34486282025248993
58,0.0,60235.272498719016,0.0,60235.272498719016,0.5043609207473679
59,-323.2568359284336,43250.9626799607,-165.98425166416723,29412.54941101137,0.3514530641817377
60,0.0,60235.272498719016,0.0,60235.272498719016,0.49563907925263206
61,0.0,60235.272498719016,0.0,60235.272498719016,0.5043609207473679
62,0.0,60235.272498719016,0.0,60235.272498719016,0.5043609207473679
64,93.88063188639418,45695.06641360383,77.04952685484419,27772.34410939093,0.4782199249499681
72,0.0,40186.35411091027,0.0,40186.354110910266,0.5048798274539525
66,0.0,40186.35411091027,39.27657764216246,18917.40258175469,0.4640572504933392
67,-102.35824984445671,8839.870500891317,204.49514090645332,19160.23422289206,0.8143172520815742
68,-323.2568359284336,33488.76651460247,0.0,40186.354110910266,0.21472020047688425
